"word","word_label","word_num","word_num_cont","word_length","word_cap","word_symbol","word_pos","word_card_num","word_noun","word_hyph","word_cached","word_double_cache","sent_word_num","word_verb","sent_$","sent_hyph","sent_cap","sent_num_cont","avg_dist_cap","avg_dist_digit","avg_dist_noun","avg_dist_cached","sent_cached","double_cached_dist","sent_double_cached"
"Healthcare","False","0","False","10","True","False","0","False","True","False","False","False","14","False","False","False","0.21428571428571427","False","4.333333333333333","-1","3","-1","0","-1","0"
"study","False","1","False","5","False","False","0.07142857142857142","False","True","False","False","False","14","False","False","False","0.21428571428571427","False","4","-1","2.3333333333333335","-1","0","-1","0"
"ranks","False","2","False","5","False","False","0.14285714285714285","False","True","False","False","False","14","False","False","False","0.21428571428571427","False","3.6666666666666665","-1","2","-1","0","-1","0"
"Australia","True","3","False","9","True","False","0.21428571428571427","False","True","False","False","False","14","False","False","False","0.21428571428571427","False","3.3333333333333335","-1","2","-1","0","-1","0"
"second","False","4","False","6","False","False","0.2857142857142857","False","True","False","False","False","14","False","False","False","0.21428571428571427","False","3.6666666666666665","-1","2.3333333333333335","-1","0","-1","0"
"best","False","5","False","4","False","False","0.35714285714285715","False","False","False","False","False","14","False","False","False","0.21428571428571427","False","4","-1","3","-1","0","-1","0"
"in","False","6","False","2","False","False","0.42857142857142855","False","False","False","False","False","14","False","False","False","0.21428571428571427","False","4.333333333333333","-1","3.6666666666666665","-1","0","-1","0"
"developed","False","7","False","9","False","False","0.5","False","False","False","False","False","14","True","False","False","0.21428571428571427","False","4.666666666666667","-1","4.333333333333333","-1","0","-1","0"
"world,","False","8","False","6","False","False","0.5714285714285714","False","True","False","False","False","14","False","False","False","0.21428571428571427","False","5","-1","5","-1","0","-1","0"
"while","False","9","False","5","False","False","0.6428571428571429","False","False","False","False","False","14","False","False","False","0.21428571428571427","False","5.333333333333333","-1","6","-1","0","-1","0"
"US","True","10","False","2","True","False","0.7142857142857143","False","False","False","False","False","14","False","False","False","0.21428571428571427","False","5.666666666666667","-1","7","-1","0","-1","0"
"comes","False","11","False","5","False","False","0.7857142857142857","False","False","False","False","False","14","True","False","False","0.21428571428571427","False","6.666666666666667","-1","8","-1","0","-1","0"
"in","False","12","False","2","False","False","0.8571428571428571","False","False","False","False","False","14","False","False","False","0.21428571428571427","False","7.666666666666667","-1","9","-1","0","-1","0"
"last","False","13","False","4","False","False","0.9285714285714286","False","False","False","False","False","14","False","False","False","0.21428571428571427","False","8.666666666666666","-1","10","-1","0","-1","0"
"UK:","False","0","False","3","True","True","0","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","0.5","14.5","11","-1","0","-1","0"
"Porn","True","1","False","4","True","False","0.041666666666666664","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","0.5","13.5","10.222222222222221","-1","0","-1","0"
"websites","False","2","False","8","False","False","0.08333333333333333","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","1.5","12.5","9.666666666666666","-1","0","-1","0"
"are","False","3","False","3","False","False","0.125","False","False","False","False","False","24","True","False","False","0.08333333333333333","True","2.5","11.5","9.333333333333334","-1","0","-1","0"
"told","False","4","False","4","False","False","0.16666666666666666","False","False","False","False","False","24","True","False","False","0.08333333333333333","True","3.5","10.5","9","-1","0","-1","0"
"to","False","5","False","2","False","False","0.20833333333333334","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","4.5","9.5","8.666666666666666","-1","0","-1","0"
"prove","False","6","False","5","False","False","0.25","False","False","False","False","False","24","True","False","False","0.08333333333333333","True","5.5","8.5","8.333333333333334","-1","0","-1","0"
"their","False","7","False","5","False","False","0.2916666666666667","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","6.5","7.5","8","-1","0","-1","0"
"users","False","8","False","5","False","False","0.3333333333333333","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","7.5","6.5","7.666666666666667","-1","0","-1","0"
"are","False","9","False","3","False","False","0.375","False","False","False","False","False","24","True","False","False","0.08333333333333333","True","8.5","5.5","7.555555555555555","-1","0","-1","0"
"at","False","10","False","2","False","False","0.4166666666666667","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","9.5","4.5","7.444444444444445","-1","0","-1","0"
"least","False","11","False","5","False","False","0.4583333333333333","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","10.5","3.5","7.333333333333333","-1","0","-1","0"
"18","True","12","True","2","False","False","0.5","True","False","False","False","False","24","False","False","False","0.08333333333333333","True","11.5","2.5","7.222222222222222","-1","0","-1","0"
"or","False","13","False","2","False","False","0.5416666666666666","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","12.5","2.5","7.111111111111111","-1","0","-1","0"
"face","False","14","False","4","False","False","0.5833333333333334","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","13.5","2.5","7","-1","0","-1","0"
"fines","False","15","False","5","False","False","0.625","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","14.5","2.5","7.111111111111111","-1","0","-1","0"
"of","False","16","False","2","False","False","0.6666666666666666","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","15.5","2.5","7.444444444444445","-1","0","-1","0"
"£250,000","False","17","True","8","False","False","0.7083333333333334","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","16.5","2.5","7.777777777777778","-1","0","-1","0"
"as","False","18","False","2","False","False","0.75","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","17.5","3.5","8.333333333333334","-1","0","-1","0"
"part","False","19","False","4","False","False","0.7916666666666666","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","18.5","4.5","8.88888888888889","-1","0","-1","0"
"of","False","20","False","2","False","False","0.8333333333333334","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","19.5","5.5","9.666666666666666","-1","0","-1","0"
"a","False","21","False","1","False","False","0.875","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","20.5","6.5","10.444444444444445","-1","0","-1","0"
"new","False","22","False","3","False","False","0.9166666666666666","False","False","False","False","False","24","False","False","False","0.08333333333333333","True","21.5","7.5","11.222222222222221","-1","0","-1","0"
"crackdown","False","23","False","9","False","False","0.9583333333333334","False","True","False","False","False","24","False","False","False","0.08333333333333333","True","22.5","8.5","12","-1","0","-1","0"
"Renewable","False","0","False","9","True","False","0","False","False","False","False","False","16","False","False","False","0.1875","False","7.75","-1","9","14","0.0625","-1","0"
"energy","False","1","False","6","False","False","0.0625","False","True","False","False","False","16","False","False","False","0.1875","False","7.25","-1","8","13","0.0625","-1","0"
"is","False","2","False","2","False","False","0.125","False","False","False","False","False","16","True","False","False","0.1875","False","6.75","-1","7.5","12","0.0625","-1","0"
"becoming","False","3","False","8","False","False","0.1875","False","False","False","False","False","16","True","False","False","0.1875","False","6.25","-1","7","11","0.0625","-1","0"
"so","False","4","False","2","False","False","0.25","False","False","False","False","False","16","False","False","False","0.1875","False","5.75","-1","6.5","10","0.0625","-1","0"
"cheap","False","5","False","5","False","False","0.3125","False","False","False","False","False","16","False","False","False","0.1875","False","5.25","-1","6","9","0.0625","-1","0"
"the","False","6","False","3","False","False","0.375","False","False","False","False","False","16","False","False","False","0.1875","False","4.75","-1","5.5","8","0.0625","-1","0"
"US","True","7","False","2","True","False","0.4375","False","False","False","False","False","16","False","False","False","0.1875","False","4.25","-1","5","7","0.0625","-1","0"
"will","False","8","False","4","False","False","0.5","False","False","False","False","False","16","False","False","False","0.1875","False","4.25","-1","4.5","6","0.0625","-1","0"
"meet","False","9","False","4","False","False","0.5625","False","False","False","False","False","16","True","False","False","0.1875","False","4.25","-1","4","5","0.0625","-1","0"
"Paris","True","10","False","5","True","False","0.625","False","True","False","False","False","16","False","False","False","0.1875","False","4.25","-1","3.5","4","0.0625","-1","0"
"commitments","False","11","False","11","False","False","0.6875","False","True","False","False","False","16","False","False","False","0.1875","False","4.75","-1","3.5","3","0.0625","-1","0"
"even","False","12","False","4","False","False","0.75","False","False","False","False","False","16","False","False","False","0.1875","False","5.25","-1","4","2","0.0625","-1","0"
"if","False","13","False","2","False","False","0.8125","False","False","False","False","False","16","False","False","False","0.1875","False","5.75","-1","4.5","1","0.0625","-1","0"
"*cTrump","True","14","False","7","False","False","0.875","False","True","False","True","False","16","False","False","False","0.1875","False","6.25","-1","5","0","0.0625","-1","0"
"withdraws","False","15","False","9","False","False","0.9375","False","False","False","False","False","16","True","False","False","0.1875","False","7.25","-1","6","1","0.0625","-1","0"
"Arrest","False","0","False","6","True","False","0","False","True","False","False","False","12","False","False","False","0.16666666666666666","False","4","-1","3.25","-1","0","-1","0"
"warrant","False","1","False","7","False","False","0.08333333333333333","False","True","False","False","False","12","False","False","False","0.16666666666666666","False","4","-1","2.75","-1","0","-1","0"
"issued","False","2","False","6","False","False","0.16666666666666666","False","False","False","False","False","12","True","False","False","0.16666666666666666","False","4","-1","2.75","-1","0","-1","0"
"for","False","3","False","3","False","False","0.25","False","False","False","False","False","12","False","False","False","0.16666666666666666","False","4","-1","2.75","-1","0","-1","0"
"imam","False","4","False","4","False","False","0.3333333333333333","False","True","False","False","False","12","False","False","False","0.16666666666666666","False","4","-1","2.75","-1","0","-1","0"
"who","False","5","False","3","False","False","0.4166666666666667","False","False","False","False","False","12","False","False","False","0.16666666666666666","False","4","-1","3.25","-1","0","-1","0"
"called","False","6","False","6","False","False","0.5","False","False","False","False","False","12","True","False","False","0.16666666666666666","False","4","-1","3.75","-1","0","-1","0"
"for","False","7","False","3","False","False","0.5833333333333334","False","False","False","False","False","12","False","False","False","0.16666666666666666","False","4","-1","4.25","-1","0","-1","0"
"Jews","True","8","False","4","True","False","0.6666666666666666","False","True","False","False","False","12","False","False","False","0.16666666666666666","False","4","-1","4.75","-1","0","-1","0"
"to","False","9","False","2","False","False","0.75","False","False","False","False","False","12","False","False","False","0.16666666666666666","False","5","-1","5.75","-1","0","-1","0"
"be","False","10","False","2","False","False","0.8333333333333334","False","False","False","False","False","12","True","False","False","0.16666666666666666","False","6","-1","6.75","-1","0","-1","0"
"killed","True","11","False","6","False","False","0.9166666666666666","False","False","False","False","False","12","True","False","False","0.16666666666666666","False","7","-1","7.75","-1","0","-1","0"
"In","False","0","False","2","True","False","0","False","False","False","False","False","8","False","False","False","1","False","3.5","-1","2.5","-1","0","-1","0"
"Unofficial","False","1","False","10","True","False","0.125","False","False","False","False","False","8","False","False","False","1","False","2.75","-1","1.5","-1","0","-1","0"
"Vote,","False","2","False","5","True","False","0.25","False","True","False","False","False","8","False","False","False","1","False","2.25","-1","0.5","-1","0","-1","0"
"Venezuelans","True","3","False","11","True","False","0.375","False","True","False","False","False","8","False","False","False","1","False","2","-1","0.5","-1","0","-1","0"
"Overwhelmingly","False","4","False","14","True","False","0.5","False","False","False","False","False","8","False","False","False","1","False","2","-1","1.5","-1","0","-1","0"
"Reject","False","5","False","6","True","False","0.625","False","False","False","False","False","8","True","False","False","1","False","2.25","-1","2.5","-1","0","-1","0"
"Constitutional","False","6","False","14","True","False","0.75","False","False","False","False","False","8","False","False","False","1","False","2.75","-1","3.5","-1","0","-1","0"
"Rewrite","False","7","False","7","True","False","0.875","False","False","False","False","False","8","True","False","False","1","False","3.5","-1","4.5","-1","0","-1","0"
"*cElon*%Musk:","False","0","False","13","False","True","0","False","True","False","True","True","18","False","False","False","0.6666666666666666","True","8.538461538461538","9","8.428571428571429","0","0.05555555555555555","0","0.05555555555555555"
"China","True","1","False","5","True","False","0.05555555555555555","False","True","False","False","False","18","False","False","False","0.6666666666666666","True","7.6923076923076925","8","7.714285714285714","1","0.05555555555555555","1","0.05555555555555555"
"Will","False","2","False","4","True","False","0.1111111111111111","False","False","False","False","False","18","False","False","False","0.6666666666666666","True","7","7","7.285714285714286","2","0.05555555555555555","2","0.05555555555555555"
"Make","False","3","False","4","True","False","0.16666666666666666","False","False","False","False","False","18","True","False","False","0.6666666666666666","True","6.461538461538462","6","6.857142857142857","3","0.05555555555555555","3","0.05555555555555555"
"as","False","4","False","2","False","False","0.2222222222222222","False","False","False","False","False","18","False","False","False","0.6666666666666666","True","6.076923076923077","5","6.428571428571429","4","0.05555555555555555","4","0.05555555555555555"
"Much","False","5","False","4","True","False","0.2777777777777778","False","False","False","False","False","18","False","False","False","0.6666666666666666","True","5.6923076923076925","4","6","5","0.05555555555555555","5","0.05555555555555555"
"Clean","False","6","False","5","True","False","0.3333333333333333","False","True","False","False","False","18","False","False","False","0.6666666666666666","True","5.461538461538462","3","5.571428571428571","6","0.05555555555555555","6","0.05555555555555555"
"Electricity","False","7","False","11","True","False","0.3888888888888889","False","True","False","False","False","18","False","False","False","0.6666666666666666","True","5.384615384615385","2","5.428571428571429","7","0.05555555555555555","7","0.05555555555555555"
"by","False","8","False","2","False","False","0.4444444444444444","False","False","False","False","False","18","False","False","False","0.6666666666666666","True","5.461538461538462","1","5.571428571428571","8","0.05555555555555555","8","0.05555555555555555"
"2030","True","9","True","4","False","False","0.5","True","False","False","False","False","18","False","False","False","0.6666666666666666","True","5.538461538461538","0","5.714285714285714","9","0.05555555555555555","9","0.05555555555555555"
"as","False","10","False","2","False","False","0.5555555555555556","False","False","False","False","False","18","False","False","False","0.6666666666666666","True","5.615384615384615","1","5.857142857142857","10","0.05555555555555555","10","0.05555555555555555"
"the","False","11","False","3","False","False","0.6111111111111112","False","False","False","False","False","18","False","False","False","0.6666666666666666","True","5.6923076923076925","2","6","11","0.05555555555555555","11","0.05555555555555555"
"U.S.","True","12","False","4","True","False","0.6666666666666666","False","True","False","False","False","18","False","False","False","0.6666666666666666","True","5.769230769230769","3","6.142857142857143","12","0.05555555555555555","12","0.05555555555555555"
"Does","False","13","False","4","True","False","0.7222222222222222","False","False","False","False","False","18","True","False","False","0.6666666666666666","True","6","4","6.571428571428571","13","0.05555555555555555","13","0.05555555555555555"
"From","False","14","False","4","True","False","0.7777777777777778","False","False","False","False","False","18","False","False","False","0.6666666666666666","True","6.384615384615385","5","7","14","0.05555555555555555","14","0.05555555555555555"
"All","False","15","False","3","True","False","0.8333333333333334","False","False","False","False","False","18","False","False","False","0.6666666666666666","True","6.923076923076923","6","7.428571428571429","15","0.05555555555555555","15","0.05555555555555555"
"Sources","False","16","False","7","True","False","0.8888888888888888","False","True","False","False","False","18","False","False","False","0.6666666666666666","True","7.615384615384615","7","7.857142857142857","16","0.05555555555555555","16","0.05555555555555555"
"Today","False","17","False","5","True","False","0.9444444444444444","False","True","False","False","False","18","False","False","False","0.6666666666666666","True","8.461538461538462","8","8.571428571428571","17","0.05555555555555555","17","0.05555555555555555"
"ISIS","True","0","False","4","True","False","0","False","True","False","False","False","10","False","False","False","0.1","False","0","-1","4.333333333333333","-1","0","-1","0"
"brides","False","1","False","6","False","False","0.1","False","True","False","False","False","10","False","False","False","0.1","False","1","-1","3.6666666666666665","-1","0","-1","0"
"flee","False","2","False","4","False","False","0.2","False","False","False","False","False","10","True","False","False","0.1","False","2","-1","3.3333333333333335","-1","0","-1","0"
"caliphate","False","3","False","9","False","False","0.3","False","True","False","False","False","10","False","False","False","0.1","False","3","-1","3","-1","0","-1","0"
"as","False","4","False","2","False","False","0.4","False","False","False","False","False","10","False","False","False","0.1","False","4","-1","3","-1","0","-1","0"
"noose","False","5","False","5","False","False","0.5","False","True","False","False","False","10","False","False","False","0.1","False","5","-1","3","-1","0","-1","0"
"tightens","False","6","False","8","False","False","0.6","False","False","False","False","False","10","True","False","False","0.1","False","6","-1","3.3333333333333335","-1","0","-1","0"
"on","False","7","False","2","False","False","0.7","False","False","False","False","False","10","False","False","False","0.1","False","7","-1","3.6666666666666665","-1","0","-1","0"
"terror","False","8","False","6","False","False","0.8","False","True","False","False","False","10","False","False","False","0.1","False","8","-1","4","-1","0","-1","0"
"group","False","9","False","5","False","False","0.9","False","True","False","False","False","10","False","False","False","0.1","False","9","-1","4.666666666666667","-1","0","-1","0"
"In","False","0","False","2","True","False","0","False","False","False","False","False","16","False","False","False","0.125","True","1","4","9.5","-1","0","-1","0"
"the","False","1","False","3","False","False","0.0625","False","False","False","False","False","16","False","False","False","0.125","True","1","3","8.5","-1","0","-1","0"
"UK,","True","2","False","3","True","False","0.125","False","True","False","False","False","16","False","False","False","0.125","True","1","2","7.5","-1","0","-1","0"
"77%","True","3","True","3","False","False","0.1875","True","False","False","False","False","16","False","False","False","0.125","True","2","1","6.833333333333333","-1","0","-1","0"
"of","False","4","False","2","False","False","0.25","False","False","False","False","False","16","False","False","False","0.125","True","3","1","6.166666666666667","-1","0","-1","0"
"2017","True","5","True","4","False","False","0.3125","True","False","False","False","False","16","False","False","False","0.125","True","4","1","5.5","-1","0","-1","0"
"university","False","6","False","10","False","False","0.375","False","True","False","False","False","16","False","False","False","0.125","True","5","2","4.833333333333333","-1","0","-1","0"
"grads","False","7","False","5","False","False","0.4375","False","True","False","False","False","16","False","False","False","0.125","True","6","3","4.5","-1","0","-1","0"
"will","False","8","False","4","False","False","0.5","False","False","False","False","False","16","False","False","False","0.125","True","7","4","4.5","-1","0","-1","0"
"never","False","9","False","5","False","False","0.5625","False","False","False","False","False","16","False","False","False","0.125","True","8","5","4.5","-1","0","-1","0"
"fully","False","10","False","5","False","False","0.625","False","False","False","False","False","16","False","False","False","0.125","True","9","6","4.5","-1","0","-1","0"
"repay","False","11","False","5","False","False","0.6875","False","False","False","False","False","16","True","False","False","0.125","True","10","7","4.5","-1","0","-1","0"
"their","False","12","False","5","False","False","0.75","False","False","False","False","False","16","False","False","False","0.125","True","11","8","4.5","-1","0","-1","0"
"student","False","13","False","7","False","False","0.8125","False","True","False","False","False","16","False","False","False","0.125","True","12","9","4.5","-1","0","-1","0"
"loan","False","14","False","4","False","False","0.875","False","True","False","False","False","16","False","False","False","0.125","True","13","10","4.833333333333333","-1","0","-1","0"
"debt","False","15","False","4","False","False","0.9375","False","True","False","False","False","16","False","False","False","0.125","True","14","11","5.5","-1","0","-1","0"
"""Very,","False","0","False","6","False","False","0","False","False","False","False","False","16","False","False","True","0.25","False","5.2","-1","7.571428571428571","-1","0","-1","0"
"very","False","1","False","4","False","False","0.0625","False","False","False","False","False","16","False","False","True","0.25","False","4.6","-1","6.571428571428571","-1","0","-1","0"
"dangerous"":","False","2","False","11","False","True","0.125","False","False","False","False","False","16","False","False","True","0.25","False","4","-1","5.571428571428571","-1","0","-1","0"
"Thousands","False","3","False","9","True","False","0.1875","False","True","False","False","False","16","False","False","True","0.25","False","3.4","-1","4.571428571428571","-1","0","-1","0"
"protest","False","4","False","7","False","False","0.25","False","True","False","False","False","16","False","False","True","0.25","False","3.2","-1","3.857142857142857","-1","0","-1","0"
"proposed","False","5","False","8","False","False","0.3125","False","False","False","False","False","16","True","False","True","0.25","False","3","-1","3.4285714285714284","-1","0","-1","0"
"Supreme","False","6","False","7","True","False","0.375","False","True","False","False","False","16","False","False","True","0.25","False","2.8","-1","3","-1","0","-1","0"
"Court","False","7","False","5","True","False","0.4375","False","True","False","False","False","16","False","False","True","0.25","False","3","-1","2.857142857142857","-1","0","-1","0"
"changes","False","8","False","7","False","False","0.5","False","True","False","False","False","16","False","False","True","0.25","False","3.6","-1","3","-1","0","-1","0"
"in","False","9","False","2","False","False","0.5625","False","False","False","False","False","16","False","False","True","0.25","False","4.2","-1","3.4285714285714284","-1","0","-1","0"
