word,word_label,word_num,word_num_cont,word_length,word_cap,word_symbol,word_pos,word_card_num,word_noun,word_hyph,word_cached,word_double_cache,sent_word_num,word_verb,sent_$,sent_hyph,sent_cap,sent_num_cont,avg_dist_cap,avg_dist_digit,avg_dist_noun,avg_dist_cached,sent_cached,double_cached_dist,sent_double_cached
Healthcare,false,0,false,10,true,false,0,false,true,false,false,false,14,false,false,false,0.21428571428571427,false,4.333333333333333,-1,3,-1,0,-1,0
study,false,1,false,5,false,false,0.07142857142857142,false,true,false,false,false,14,false,false,false,0.21428571428571427,false,4,-1,2.3333333333333335,-1,0,-1,0
ranks,false,2,false,5,false,false,0.14285714285714285,false,true,false,false,false,14,false,false,false,0.21428571428571427,false,3.6666666666666665,-1,2,-1,0,-1,0
Australia,true,3,false,9,true,false,0.21428571428571427,false,true,false,false,false,14,false,false,false,0.21428571428571427,false,3.3333333333333335,-1,2,-1,0,-1,0
second,false,4,false,6,false,false,0.2857142857142857,false,true,false,false,false,14,false,false,false,0.21428571428571427,false,3.6666666666666665,-1,2.3333333333333335,-1,0,-1,0
best,false,5,false,4,false,false,0.35714285714285715,false,false,false,false,false,14,false,false,false,0.21428571428571427,false,4,-1,3,-1,0,-1,0
in,false,6,false,2,false,false,0.42857142857142855,false,false,false,false,false,14,false,false,false,0.21428571428571427,false,4.333333333333333,-1,3.6666666666666665,-1,0,-1,0
developed,false,7,false,9,false,false,0.5,false,false,false,false,false,14,true,false,false,0.21428571428571427,false,4.666666666666667,-1,4.333333333333333,-1,0,-1,0
"world,",false,8,false,6,false,false,0.5714285714285714,false,true,false,false,false,14,false,false,false,0.21428571428571427,false,5,-1,5,-1,0,-1,0
while,false,9,false,5,false,false,0.6428571428571429,false,false,false,false,false,14,false,false,false,0.21428571428571427,false,5.333333333333333,-1,6,-1,0,-1,0
US,true,10,false,2,true,false,0.7142857142857143,false,false,false,false,false,14,false,false,false,0.21428571428571427,false,5.666666666666667,-1,7,-1,0,-1,0
comes,false,11,false,5,false,false,0.7857142857142857,false,false,false,false,false,14,true,false,false,0.21428571428571427,false,6.666666666666667,-1,8,-1,0,-1,0
in,false,12,false,2,false,false,0.8571428571428571,false,false,false,false,false,14,false,false,false,0.21428571428571427,false,7.666666666666667,-1,9,-1,0,-1,0
last,false,13,false,4,false,false,0.9285714285714286,false,false,false,false,false,14,false,false,false,0.21428571428571427,false,8.666666666666666,-1,10,-1,0,-1,0
UK:,false,0,false,3,true,true,0,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,0.5,14.5,11,-1,0,-1,0
Porn,true,1,false,4,true,false,0.041666666666666664,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,0.5,13.5,10.222222222222221,-1,0,-1,0
websites,false,2,false,8,false,false,0.08333333333333333,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,1.5,12.5,9.666666666666666,-1,0,-1,0
are,false,3,false,3,false,false,0.125,false,false,false,false,false,24,true,false,false,0.08333333333333333,true,2.5,11.5,9.333333333333334,-1,0,-1,0
told,false,4,false,4,false,false,0.16666666666666666,false,false,false,false,false,24,true,false,false,0.08333333333333333,true,3.5,10.5,9,-1,0,-1,0
to,false,5,false,2,false,false,0.20833333333333334,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,4.5,9.5,8.666666666666666,-1,0,-1,0
prove,false,6,false,5,false,false,0.25,false,false,false,false,false,24,true,false,false,0.08333333333333333,true,5.5,8.5,8.333333333333334,-1,0,-1,0
their,false,7,false,5,false,false,0.2916666666666667,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,6.5,7.5,8,-1,0,-1,0
users,false,8,false,5,false,false,0.3333333333333333,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,7.5,6.5,7.666666666666667,-1,0,-1,0
are,false,9,false,3,false,false,0.375,false,false,false,false,false,24,true,false,false,0.08333333333333333,true,8.5,5.5,7.555555555555555,-1,0,-1,0
at,false,10,false,2,false,false,0.4166666666666667,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,9.5,4.5,7.444444444444445,-1,0,-1,0
least,false,11,false,5,false,false,0.4583333333333333,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,10.5,3.5,7.333333333333333,-1,0,-1,0
18,true,12,true,2,false,false,0.5,true,false,false,false,false,24,false,false,false,0.08333333333333333,true,11.5,2.5,7.222222222222222,-1,0,-1,0
or,false,13,false,2,false,false,0.5416666666666666,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,12.5,2.5,7.111111111111111,-1,0,-1,0
face,false,14,false,4,false,false,0.5833333333333334,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,13.5,2.5,7,-1,0,-1,0
fines,false,15,false,5,false,false,0.625,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,14.5,2.5,7.111111111111111,-1,0,-1,0
of,false,16,false,2,false,false,0.6666666666666666,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,15.5,2.5,7.444444444444445,-1,0,-1,0
"£250,000",false,17,true,8,false,false,0.7083333333333334,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,16.5,2.5,7.777777777777778,-1,0,-1,0
as,false,18,false,2,false,false,0.75,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,17.5,3.5,8.333333333333334,-1,0,-1,0
part,false,19,false,4,false,false,0.7916666666666666,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,18.5,4.5,8.88888888888889,-1,0,-1,0
of,false,20,false,2,false,false,0.8333333333333334,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,19.5,5.5,9.666666666666666,-1,0,-1,0
a,false,21,false,1,false,false,0.875,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,20.5,6.5,10.444444444444445,-1,0,-1,0
new,false,22,false,3,false,false,0.9166666666666666,false,false,false,false,false,24,false,false,false,0.08333333333333333,true,21.5,7.5,11.222222222222221,-1,0,-1,0
crackdown,false,23,false,9,false,false,0.9583333333333334,false,true,false,false,false,24,false,false,false,0.08333333333333333,true,22.5,8.5,12,-1,0,-1,0
Renewable,false,0,false,9,true,false,0,false,false,false,false,false,16,false,false,false,0.1875,false,7.75,-1,9,14,0.0625,-1,0
energy,false,1,false,6,false,false,0.0625,false,true,false,false,false,16,false,false,false,0.1875,false,7.25,-1,8,13,0.0625,-1,0
is,false,2,false,2,false,false,0.125,false,false,false,false,false,16,true,false,false,0.1875,false,6.75,-1,7.5,12,0.0625,-1,0
becoming,false,3,false,8,false,false,0.1875,false,false,false,false,false,16,true,false,false,0.1875,false,6.25,-1,7,11,0.0625,-1,0
so,false,4,false,2,false,false,0.25,false,false,false,false,false,16,false,false,false,0.1875,false,5.75,-1,6.5,10,0.0625,-1,0
cheap,false,5,false,5,false,false,0.3125,false,false,false,false,false,16,false,false,false,0.1875,false,5.25,-1,6,9,0.0625,-1,0
the,false,6,false,3,false,false,0.375,false,false,false,false,false,16,false,false,false,0.1875,false,4.75,-1,5.5,8,0.0625,-1,0
US,true,7,false,2,true,false,0.4375,false,false,false,false,false,16,false,false,false,0.1875,false,4.25,-1,5,7,0.0625,-1,0
will,false,8,false,4,false,false,0.5,false,false,false,false,false,16,false,false,false,0.1875,false,4.25,-1,4.5,6,0.0625,-1,0
meet,false,9,false,4,false,false,0.5625,false,false,false,false,false,16,true,false,false,0.1875,false,4.25,-1,4,5,0.0625,-1,0
Paris,true,10,false,5,true,false,0.625,false,true,false,false,false,16,false,false,false,0.1875,false,4.25,-1,3.5,4,0.0625,-1,0
commitments,false,11,false,11,false,false,0.6875,false,true,false,false,false,16,false,false,false,0.1875,false,4.75,-1,3.5,3,0.0625,-1,0
even,false,12,false,4,false,false,0.75,false,false,false,false,false,16,false,false,false,0.1875,false,5.25,-1,4,2,0.0625,-1,0
if,false,13,false,2,false,false,0.8125,false,false,false,false,false,16,false,false,false,0.1875,false,5.75,-1,4.5,1,0.0625,-1,0
*cTrump,true,14,false,7,false,false,0.875,false,true,false,true,false,16,false,false,false,0.1875,false,6.25,-1,5,0,0.0625,-1,0
withdraws,false,15,false,9,false,false,0.9375,false,false,false,false,false,16,true,false,false,0.1875,false,7.25,-1,6,1,0.0625,-1,0
Arrest,false,0,false,6,true,false,0,false,true,false,false,false,12,false,false,false,0.16666666666666666,false,4,-1,3.25,-1,0,-1,0
warrant,false,1,false,7,false,false,0.08333333333333333,false,true,false,false,false,12,false,false,false,0.16666666666666666,false,4,-1,2.75,-1,0,-1,0
issued,false,2,false,6,false,false,0.16666666666666666,false,false,false,false,false,12,true,false,false,0.16666666666666666,false,4,-1,2.75,-1,0,-1,0
for,false,3,false,3,false,false,0.25,false,false,false,false,false,12,false,false,false,0.16666666666666666,false,4,-1,2.75,-1,0,-1,0
imam,false,4,false,4,false,false,0.3333333333333333,false,true,false,false,false,12,false,false,false,0.16666666666666666,false,4,-1,2.75,-1,0,-1,0
who,false,5,false,3,false,false,0.4166666666666667,false,false,false,false,false,12,false,false,false,0.16666666666666666,false,4,-1,3.25,-1,0,-1,0
called,false,6,false,6,false,false,0.5,false,false,false,false,false,12,true,false,false,0.16666666666666666,false,4,-1,3.75,-1,0,-1,0
for,false,7,false,3,false,false,0.5833333333333334,false,false,false,false,false,12,false,false,false,0.16666666666666666,false,4,-1,4.25,-1,0,-1,0
Jews,true,8,false,4,true,false,0.6666666666666666,false,true,false,false,false,12,false,false,false,0.16666666666666666,false,4,-1,4.75,-1,0,-1,0
to,false,9,false,2,false,false,0.75,false,false,false,false,false,12,false,false,false,0.16666666666666666,false,5,-1,5.75,-1,0,-1,0
be,false,10,false,2,false,false,0.8333333333333334,false,false,false,false,false,12,true,false,false,0.16666666666666666,false,6,-1,6.75,-1,0,-1,0
killed,true,11,false,6,false,false,0.9166666666666666,false,false,false,false,false,12,true,false,false,0.16666666666666666,false,7,-1,7.75,-1,0,-1,0
In,false,0,false,2,true,false,0,false,false,false,false,false,8,false,false,false,1,false,3.5,-1,2.5,-1,0,-1,0
Unofficial,false,1,false,10,true,false,0.125,false,false,false,false,false,8,false,false,false,1,false,2.75,-1,1.5,-1,0,-1,0
"Vote,",false,2,false,5,true,false,0.25,false,true,false,false,false,8,false,false,false,1,false,2.25,-1,0.5,-1,0,-1,0
Venezuelans,true,3,false,11,true,false,0.375,false,true,false,false,false,8,false,false,false,1,false,2,-1,0.5,-1,0,-1,0
Overwhelmingly,false,4,false,14,true,false,0.5,false,false,false,false,false,8,false,false,false,1,false,2,-1,1.5,-1,0,-1,0
Reject,false,5,false,6,true,false,0.625,false,false,false,false,false,8,true,false,false,1,false,2.25,-1,2.5,-1,0,-1,0
Constitutional,false,6,false,14,true,false,0.75,false,false,false,false,false,8,false,false,false,1,false,2.75,-1,3.5,-1,0,-1,0
Rewrite,false,7,false,7,true,false,0.875,false,false,false,false,false,8,true,false,false,1,false,3.5,-1,4.5,-1,0,-1,0
*cElon*%Musk:,false,0,false,13,false,true,0,false,true,false,true,true,18,false,false,false,0.6666666666666666,true,8.538461538461538,9,8.428571428571429,0,0.05555555555555555,0,0.05555555555555555
China,true,1,false,5,true,false,0.05555555555555555,false,true,false,false,false,18,false,false,false,0.6666666666666666,true,7.6923076923076925,8,7.714285714285714,1,0.05555555555555555,1,0.05555555555555555
Will,false,2,false,4,true,false,0.1111111111111111,false,false,false,false,false,18,false,false,false,0.6666666666666666,true,7,7,7.285714285714286,2,0.05555555555555555,2,0.05555555555555555
Make,false,3,false,4,true,false,0.16666666666666666,false,false,false,false,false,18,true,false,false,0.6666666666666666,true,6.461538461538462,6,6.857142857142857,3,0.05555555555555555,3,0.05555555555555555
as,false,4,false,2,false,false,0.2222222222222222,false,false,false,false,false,18,false,false,false,0.6666666666666666,true,6.076923076923077,5,6.428571428571429,4,0.05555555555555555,4,0.05555555555555555
Much,false,5,false,4,true,false,0.2777777777777778,false,false,false,false,false,18,false,false,false,0.6666666666666666,true,5.6923076923076925,4,6,5,0.05555555555555555,5,0.05555555555555555
Clean,false,6,false,5,true,false,0.3333333333333333,false,true,false,false,false,18,false,false,false,0.6666666666666666,true,5.461538461538462,3,5.571428571428571,6,0.05555555555555555,6,0.05555555555555555
Electricity,false,7,false,11,true,false,0.3888888888888889,false,true,false,false,false,18,false,false,false,0.6666666666666666,true,5.384615384615385,2,5.428571428571429,7,0.05555555555555555,7,0.05555555555555555
by,false,8,false,2,false,false,0.4444444444444444,false,false,false,false,false,18,false,false,false,0.6666666666666666,true,5.461538461538462,1,5.571428571428571,8,0.05555555555555555,8,0.05555555555555555
2030,true,9,true,4,false,false,0.5,true,false,false,false,false,18,false,false,false,0.6666666666666666,true,5.538461538461538,0,5.714285714285714,9,0.05555555555555555,9,0.05555555555555555
as,false,10,false,2,false,false,0.5555555555555556,false,false,false,false,false,18,false,false,false,0.6666666666666666,true,5.615384615384615,1,5.857142857142857,10,0.05555555555555555,10,0.05555555555555555
the,false,11,false,3,false,false,0.6111111111111112,false,false,false,false,false,18,false,false,false,0.6666666666666666,true,5.6923076923076925,2,6,11,0.05555555555555555,11,0.05555555555555555
U.S.,true,12,false,4,true,false,0.6666666666666666,false,true,false,false,false,18,false,false,false,0.6666666666666666,true,5.769230769230769,3,6.142857142857143,12,0.05555555555555555,12,0.05555555555555555
Does,false,13,false,4,true,false,0.7222222222222222,false,false,false,false,false,18,true,false,false,0.6666666666666666,true,6,4,6.571428571428571,13,0.05555555555555555,13,0.05555555555555555
From,false,14,false,4,true,false,0.7777777777777778,false,false,false,false,false,18,false,false,false,0.6666666666666666,true,6.384615384615385,5,7,14,0.05555555555555555,14,0.05555555555555555
All,false,15,false,3,true,false,0.8333333333333334,false,false,false,false,false,18,false,false,false,0.6666666666666666,true,6.923076923076923,6,7.428571428571429,15,0.05555555555555555,15,0.05555555555555555
Sources,false,16,false,7,true,false,0.8888888888888888,false,true,false,false,false,18,false,false,false,0.6666666666666666,true,7.615384615384615,7,7.857142857142857,16,0.05555555555555555,16,0.05555555555555555
Today,false,17,false,5,true,false,0.9444444444444444,false,true,false,false,false,18,false,false,false,0.6666666666666666,true,8.461538461538462,8,8.571428571428571,17,0.05555555555555555,17,0.05555555555555555
ISIS,true,0,false,4,true,false,0,false,true,false,false,false,10,false,false,false,0.1,false,0,-1,4.333333333333333,-1,0,-1,0
brides,false,1,false,6,false,false,0.1,false,true,false,false,false,10,false,false,false,0.1,false,1,-1,3.6666666666666665,-1,0,-1,0
flee,false,2,false,4,false,false,0.2,false,false,false,false,false,10,true,false,false,0.1,false,2,-1,3.3333333333333335,-1,0,-1,0
caliphate,false,3,false,9,false,false,0.3,false,true,false,false,false,10,false,false,false,0.1,false,3,-1,3,-1,0,-1,0
as,false,4,false,2,false,false,0.4,false,false,false,false,false,10,false,false,false,0.1,false,4,-1,3,-1,0,-1,0
noose,false,5,false,5,false,false,0.5,false,true,false,false,false,10,false,false,false,0.1,false,5,-1,3,-1,0,-1,0
tightens,false,6,false,8,false,false,0.6,false,false,false,false,false,10,true,false,false,0.1,false,6,-1,3.3333333333333335,-1,0,-1,0
on,false,7,false,2,false,false,0.7,false,false,false,false,false,10,false,false,false,0.1,false,7,-1,3.6666666666666665,-1,0,-1,0
terror,false,8,false,6,false,false,0.8,false,true,false,false,false,10,false,false,false,0.1,false,8,-1,4,-1,0,-1,0
group,false,9,false,5,false,false,0.9,false,true,false,false,false,10,false,false,false,0.1,false,9,-1,4.666666666666667,-1,0,-1,0
In,false,0,false,2,true,false,0,false,false,false,false,false,16,false,false,false,0.125,true,1,4,9.5,-1,0,-1,0
the,false,1,false,3,false,false,0.0625,false,false,false,false,false,16,false,false,false,0.125,true,1,3,8.5,-1,0,-1,0
"UK,",true,2,false,3,true,false,0.125,false,true,false,false,false,16,false,false,false,0.125,true,1,2,7.5,-1,0,-1,0
77%,true,3,true,3,false,false,0.1875,true,false,false,false,false,16,false,false,false,0.125,true,2,1,6.833333333333333,-1,0,-1,0
of,false,4,false,2,false,false,0.25,false,false,false,false,false,16,false,false,false,0.125,true,3,1,6.166666666666667,-1,0,-1,0
2017,true,5,true,4,false,false,0.3125,true,false,false,false,false,16,false,false,false,0.125,true,4,1,5.5,-1,0,-1,0
university,false,6,false,10,false,false,0.375,false,true,false,false,false,16,false,false,false,0.125,true,5,2,4.833333333333333,-1,0,-1,0
grads,false,7,false,5,false,false,0.4375,false,true,false,false,false,16,false,false,false,0.125,true,6,3,4.5,-1,0,-1,0
will,false,8,false,4,false,false,0.5,false,false,false,false,false,16,false,false,false,0.125,true,7,4,4.5,-1,0,-1,0
never,false,9,false,5,false,false,0.5625,false,false,false,false,false,16,false,false,false,0.125,true,8,5,4.5,-1,0,-1,0
fully,false,10,false,5,false,false,0.625,false,false,false,false,false,16,false,false,false,0.125,true,9,6,4.5,-1,0,-1,0
repay,false,11,false,5,false,false,0.6875,false,false,false,false,false,16,true,false,false,0.125,true,10,7,4.5,-1,0,-1,0
their,false,12,false,5,false,false,0.75,false,false,false,false,false,16,false,false,false,0.125,true,11,8,4.5,-1,0,-1,0
student,false,13,false,7,false,false,0.8125,false,true,false,false,false,16,false,false,false,0.125,true,12,9,4.5,-1,0,-1,0
loan,false,14,false,4,false,false,0.875,false,true,false,false,false,16,false,false,false,0.125,true,13,10,4.833333333333333,-1,0,-1,0
debt,false,15,false,4,false,false,0.9375,false,true,false,false,false,16,false,false,false,0.125,true,14,11,5.5,-1,0,-1,0
"""Very,",false,0,false,6,false,false,0,false,false,false,false,false,16,false,false,true,0.25,false,5.2,-1,7.571428571428571,-1,0,-1,0
very,false,1,false,4,false,false,0.0625,false,false,false,false,false,16,false,false,true,0.25,false,4.6,-1,6.571428571428571,-1,0,-1,0
"dangerous"":",false,2,false,11,false,true,0.125,false,false,false,false,false,16,false,false,true,0.25,false,4,-1,5.571428571428571,-1,0,-1,0
Thousands,false,3,false,9,true,false,0.1875,false,true,false,false,false,16,false,false,true,0.25,false,3.4,-1,4.571428571428571,-1,0,-1,0
protest,false,4,false,7,false,false,0.25,false,true,false,false,false,16,false,false,true,0.25,false,3.2,-1,3.857142857142857,-1,0,-1,0
proposed,false,5,false,8,false,false,0.3125,false,false,false,false,false,16,true,false,true,0.25,false,3,-1,3.4285714285714284,-1,0,-1,0
Supreme,false,6,false,7,true,false,0.375,false,true,false,false,false,16,false,false,true,0.25,false,2.8,-1,3,-1,0,-1,0
Court,false,7,false,5,true,false,0.4375,false,true,false,false,false,16,false,false,true,0.25,false,3,-1,2.857142857142857,-1,0,-1,0
changes,false,8,false,7,false,false,0.5,false,true,false,false,false,16,false,false,true,0.25,false,3.6,-1,3,-1,0,-1,0
in,false,9,false,2,false,false,0.5625,false,false,false,false,false,16,false,false,true,0.25,false,4.2,-1,3.4285714285714284,-1,0,-1,0
"Poland,",true,10,false,7,true,false,0.625,false,true,false,false,false,16,false,false,true,0.25,false,4.8,-1,3.857142857142857,-1,0,-1,0
fearing,false,11,false,7,false,false,0.6875,false,false,false,false,false,16,true,false,true,0.25,false,5.8,-1,4.571428571428571,-1,0,-1,0
creep,false,12,false,5,false,false,0.75,false,false,false,false,false,16,true,false,true,0.25,false,6.8,-1,5.285714285714286,-1,0,-1,0
